受信日：8/1-9/17,,,,,,,,,,,,
No,受付年度,受付課,受付番号,状態,受信日,情報名,登録地点,路線名,対応種別,完了年月日,緯度,経度
468,2025,清水道路整備課,1520,完了,2025年8月18日,【道路緊急ダイアル】動物の屍骸（猫？）,静岡市清水区駒越西２丁目１８,国道150号,動物死骸,2025年8月20日,34.9723178,138.4933464
469,2025,駿河道路整備課,1769,完了,2025年8月18日,区画線の復旧。,静岡市駿河区広野３丁目８,丸子新田広野三丁目線,,2025年9月3日,34.93088728,138.3709422
470,2025,葵南道路整備課,1611,完了,2025年8月18日,鳥の死骸,静岡市葵区東千代田一丁目8-1,沓谷千代田３号線,動物死骸,2025年8月18日,34.9999737,138.4094442
471,2025,駿河道路整備課,1601,完了,2025年8月18日,除草,静岡市駿河区小鹿,赤道,除草,2025年9月3日,34.97091691,138.4280482
472,2025,駿河道路整備課,1768,完了,2025年8月18日,ラインの設置要望,静岡市駿河区下川原６丁目７,(市)下川原土地区画２６号線,,2025年9月3日,34.93446964,138.3738556
473,2025,清水道路整備課,1519,完了,2025年8月18日,【道路緊急ダイアル】車のパーツが捨てられている,静岡市清水区草薙２丁目２６,草薙井田線,,2025年8月19日,35.00346435,138.443932
474,2025,駿河道路整備課,1600,完了,2025年8月18日,【事故】路肩を擦った,静岡市駿河区大谷,農道,,2025年8月18日,34.96704393,138.4344298
475,2025,駿河道路整備課,1599,完了,2025年8月18日,穴が空いている。,静岡市駿河区用宗１丁目２８,静岡焼津線,,2025年8月20日,34.92673718,138.3669314
476,2025,駿河道路整備課,1598,完了,2025年8月18日,カーブミラーの向きを直してほしい,静岡市駿河区大谷,山脇大谷線,カーブミラー,2025年9月9日,34.96044652,138.4277189
477,2025,清水道路整備課,1517,完了,2025年8月18日,道路の割れ目がひどくなっている。,静岡市清水区向田町７,沼田町向田町１号線,舗装,2025年8月22日,34.99925774,138.4835945
478,2025,清水道路整備課,1516,依頼済,2025年8月18日,道路からの竹が民地に越境している,静岡市清水区袖師町,横砂新幹線側道６号線,,,35.04209005,138.4949847
479,2025,清水道路整備課,1518,完了,2025年8月18日,側溝改修について,静岡市清水区庵原町156-7,東名清水インター側道線,,2025年8月18日,35.04230309,138.477836
480,2025,葵南道路整備課,1630,完了,2025年8月18日,歩道ブロックがたつき,静岡市葵区常磐町一丁目,青葉通線,構造物,2025年8月19日,34.97302555,138.3820472
481,2025,駿河道路整備課,1597,完了,2025年8月18日,インターロッキングのがたつき,静岡市葵区黒金町,静岡下島線,構造物,2025年9月1日,34.97114419,138.3892987
482,2025,駿河道路整備課,1596,完了,2025年8月18日,歩道の縁石が浮いている,静岡市駿河区高松１丁目１,中島高松線,構造物,2025年8月28日,34.9566998,138.4154588
483,2025,駿河道路整備課,1595,完了,2025年8月18日,鉄の棚？が置いてある,静岡市駿河区有明町１１,東町有東線,,2025年8月19日,34.96523489,138.409636
484,2025,清水道路整備課,1515,完了,2025年8月18日,【事故No.61】橋の高欄とバスが接触,静岡市清水区谷津町２丁目,興津東町谷津町二丁目線,事故,2025年8月18日,35.07920373,138.5209999
485,2025,清水道路整備課,1514,完了,2025年8月18日,【事故No.59】縁石接触,静岡市清水区蒲原,神沢白銀線,事故,2025年8月18日,35.11948055,138.6089463
486,2025,清水道路整備課,1532,完了,2025年8月18日,交差点中央に穴,静岡市清水区永楽町9-3付近,錦町１０号線,,2025年8月18日,35.02469615,138.4761773
487,2025,葵南道路整備課,1609,依頼済,2025年8月18日,側溝の破損,静岡市葵区古庄四丁目13-30,古庄下神田坪４号線,側溝,,34.99750449,138.4170815
488,2025,駿河道路整備課,1594,完了,2025年8月18日,バリケードが壊れている,静岡市駿河区中島,南安倍町中島安倍川左岸堤線,その他,2025年8月25日,34.94340061,138.3884113
489,2025,駿河道路整備課,1593,完了,2025年8月18日,松の木の切株が腐って陥没,静岡市駿河区中島,静岡清水自転車道線,除草,2025年8月29日,34.93422594,138.3946099
490,2025,道路保全課,40,完了,2025年8月18日,動物の死骸,静岡市駿河区小鹿759,小鹿1号線,動物死骸,2025年8月18日,34.97642175,138.4292771
491,2025,道路保全課,39,完了,2025年8月18日,動物の死骸,静岡市清水区小河内360,国道52号線,動物死骸,2025年8月18日,35.13672555,138.5210005
492,2025,葵南道路整備課,1624,完了,2025年8月19日,動物死骸,静岡市葵区平和二丁目１１-6,平和二丁目１号線,動物死骸,2025年8月19日,34.99175855,138.3657664
493,2025,清水道路整備課,1534,対応中,2025年8月19日,【事故No.63】県道境界杭,静岡市清水区由比　東山寺566-1,富士富士宮由比線,事故,,35.11765215,138.5592277
494,2025,駿河道路整備課,1617,完了,2025年8月19日,落下物の回収。,静岡市駿河区丸子,（市）赤目ヶ谷宇津ノ谷国道添線,,2025年8月21日,34.9424142,138.3272479
495,2025,駿河道路整備課,1615,完了,2025年8月19日,舗装ひび割れ,静岡市駿河区有東２丁目１０,有東二丁目１号線,,2025年9月1日,34.96315604,138.4076545
496,2025,駿河道路整備課,1616,完了,2025年8月19日,カーブミラー(損傷など),静岡県静岡市駿河区新川一丁目１９－２,橘中線,,2025年8月20日,34.96484262,138.3803703
497,2025,駿河道路整備課,1614,完了,2025年8月19日,歩道の鉄板蓋が跳ね上がる,静岡市駿河区有東３丁目１,中野小鹿線,構造物,2025年8月25日,34.96263806,138.4082532
498,2025,清水道路整備課,1533,未対応,2025年8月19日,デリネーター上部の破損,静岡市清水区山原,山原大内東名側道線,事故,,35.03823406,138.4641023
499,2025,駿河道路整備課,1613,依頼済,2025年8月19日,区画線薄い,静岡市駿河区有東１丁目８,日出町高松線,区画線,,34.96418938,138.4032167
500,2025,駿河道路整備課,1612,完了,2025年8月19日,水路の除草をしてほしい,静岡市駿河区馬渕４丁目１１,青道,,2025年8月19日,34.95923873,138.3911659
501,2025,葵南道路整備課,1622,対応中,2025年8月19日,カーブミラー支障木(H25-1-16),静岡市葵区柳町１５４－５　地先,柳町２号線,カーブミラー,,34.98219478,138.3644514
502,2025,清水道路整備課,1531,完了,2025年8月19日,側溝内の土砂撤去,静岡市清水区三保1338-41,塚間羽衣２号線,その他,2025年8月20日,34.99481393,138.5223493
503,2025,駿河道路整備課,1611,完了,2025年8月19日,集水桝の周辺の舗装が沈下傾向,静岡市駿河区緑が丘町２,丸子池田北側側道線,,2025年8月25日,34.95434516,138.38158
504,2025,駿河道路整備課,1610,完了,2025年8月19日,アス穴,静岡市駿河区緑が丘町２,緑が丘線,,2025年8月25日,34.95444382,138.3814656
505,2025,葵南道路整備課,1621,完了,2025年8月19日,側溝蓋割れ,静岡市葵区慈悲尾１１－１,山崎新田慈悲尾線,側溝,2025年8月22日,34.99582215,138.3538386
506,2025,清水道路整備課,1530,完了,2025年8月19日,カーブミラーの向きがおかしい,静岡市清水区永楽町４,江尻台町天王南線,,2025年8月22日,35.02521412,138.4762337
507,2025,葵南道路整備課,1620,完了,2025年8月19日,ラバーポールの設置,静岡市葵区幸町,静岡環状線,修繕,2025年9月10日,34.96545009,138.3706349
508,2025,駿河道路整備課,1609,完了,2025年8月19日,アス穴,静岡市駿河区聖一色,聖一色４号線,舗装,2025年8月28日,34.98773568,138.4259916
509,2025,駿河道路整備課,1608,完了,2025年8月19日,アス穴,静岡市駿河区中島,中島南安倍線,,2025年8月19日,34.94806445,138.3899749
510,2025,葵南道路整備課,1619,完了,2025年8月19日,故障車停車中,静岡市葵区下,山脇大谷線,その他,2025年8月21日,35.03243576,138.3787581
511,2025,駿河道路整備課,1607,完了,2025年8月19日,舗装が凹み水たまりができる,静岡市駿河区大谷,大谷片山８号線,舗装,2025年8月28日,34.96579539,138.4255535
512,2025,駿河道路整備課,1606,依頼済,2025年8月19日,ガードパイプが破損している,静岡市駿河区西島,西島高松線,その他,,34.94559125,138.405346
513,2025,葵南道路整備課,1618,依頼済,2025年8月19日,側溝蓋削れている,静岡市葵区北二丁目１４－１２,北大橋団地１１号線,側溝,,35.03712087,138.3957332
514,2025,清水道路整備課,1527,完了,2025年8月19日,民地越境樹木の倒木,静岡市清水区殿沢１丁目５,清水日本平線,,2025年8月20日,34.98016349,138.4921818
515,2025,清水道路整備課,1528,未対応,2025年8月19日,除草,静岡市清水区横砂,横砂尾羽３号線,,,35.04808622,138.4956074
516,2025,清水道路整備課,1526,完了,2025年8月19日,カーブミラーの向きがおかしい,清水区新緑町７－７０,村松妙音寺１号線,カーブミラー,2025年8月21日,34.99491673,138.4873389
517,2025,葵南道路整備課,1617,完了,2025年8月19日,落下物（板）,静岡市葵区南一丁目１７,山脇大谷線,その他,2025年8月19日,35.02097048,138.3871489
518,2025,清水道路整備課,1525,完了,2025年8月19日,電柱根元の陥没,静岡市清水区三保松原町16-5,駒越南町三保線,,2025年8月19日,34.99571549,138.5162854
519,2025,清水道路整備課,1529,依頼済,2025年8月19日,水たまり,静岡市清水区興津中町,興津中町１５号線,,,35.05287464,138.5235967
520,2025,葵南道路整備課,1616,完了,2025年8月19日,道路(舗装の穴など)→倒木,静岡県静岡市葵区小瀬戸,静岡朝比奈藤枝線,その他,2025年8月19日,34.97825696,138.2803731
521,2025,駿河道路整備課,1605,完了,2025年8月19日,ポストコーンが倒れている,静岡市駿河区南八幡町１０,中野小鹿線,その他,2025年9月1日,34.96027945,138.4041798
522,2025,清水道路整備課,1523,依頼済,2025年8月19日,車道隆起,静岡市清水区三保,本村海岸１７号線,,,35.00878676,138.5204482
523,2025,駿河道路整備課,1604,完了,2025年8月19日,柵にぶつかった,静岡市駿河区西平松,国道150号,,2025年8月19日,34.95139329,138.4430793
524,2025,清水道路整備課,1524,完了,2025年8月19日,街路樹の枝が家の敷地内に入ってきて困るので剪定してほしい等,静岡市清水区折戸２丁目２-5,(一)三保駒越線,,2025年8月27日,34.98631377,138.508857
525,2025,駿河道路整備課,1603,完了,2025年8月19日,アス穴,静岡市駿河区八幡４丁目５,森下八幡線,,2025年8月19日,34.9672245,138.3971879
526,2025,駿河道路整備課,1628,依頼済,2025年8月20日,道路(舗装の穴など),静岡市駿河区丸子新田,丸子新田広野三丁目線,,,34.95446655,138.3690145
527,2025,清水道路整備課,1541,対応中,2025年8月20日,雑木が少し倒れてきている,静岡市清水区中河内３８３１の西側,高瀬福士線,,,35.14353857,138.4684066
528,2025,葵南道路整備課,1638,完了,2025年8月20日,木が折れそうになっている,静岡市葵区長尾,長尾川左岸瀬名長尾自転車道線,その他,2025年8月21日,35.03946716,138.4276849
529,2025,清水道路整備課,1552,対応中,2025年8月20日,清水駅西口多目的トイレのセンサー故障,静岡市清水区真砂町１,清水停車場線,,,35.02333416,138.4887672
530,2025,葵南道路整備課,1637,完了,2025年8月20日,路面の損傷について→陥没,静岡市葵区羽鳥五丁目７,羽鳥団地７号線,陥没,2025年8月28日,34.98177162,138.338131
531,2025,駿河道路整備課,1627,完了,2025年8月20日,ケーブル断線（照明灯用）,静岡市駿河区小坂１丁目,用宗小坂線,,2025年8月21日,34.9255952,138.3542671
532,2025,葵南道路整備課,1636,完了,2025年8月20日,除草（剪定？）依頼,静岡市葵区安東三丁目８,東草深町北安東線,除草,2025年9月3日,34.99317798,138.3849875
533,2025,清水道路整備課,1538,対応中,2025年8月20日,市道から住宅敷地内に雨水が流れ込む,静岡市清水区谷津町１丁目-389,谷津町一丁目２号線,,,35.07447477,138.5186302
534,2025,葵南道路整備課,1635,対応中,2025年8月20日,道路(舗装の穴など),静岡県静岡市葵区駿府町１－８６,城内１号線,構造物,,34.97972337,138.385613
535,2025,清水道路整備課,1540,対応中,2025年8月20日,道路(舗装の穴など),静岡県静岡市清水区楠６－１８,楠２号線,,,35.006507,138.437499
536,2025,清水道路整備課,1539,完了,2025年8月20日,側溝(破損・蓋のガタツキなど),静岡県静岡市清水区楠６－１８,楠２号線,,2025年9月3日,35.00654,138.437498
537,2025,葵南道路整備課,1634,完了,2025年8月20日,民地の木でカーブミラーが見えない(葵0427),静岡市葵区安東一丁目２,横内町北安東線,カーブミラー,2025年9月10日,34.98441442,138.3879258
538,2025,駿河道路整備課,1626,未対応,2025年8月20日,舗装の凹み,静岡市駿河区広野３丁目２,(市)広野中島５号線,,,34.93227003,138.3718875
539,2025,葵南道路整備課,1633,対応中,2025年8月20日,【道路施設損傷事故】車止め(銀色ポール)接触,静岡市葵区黒金町,南町一丁目下島線,,,34.97065502,138.387658
540,2025,駿河道路整備課,1625,完了,2025年8月20日,路面標示（止まれ等）薄い,静岡市駿河区高松,浜街道線,,2025年8月20日,34.94568648,138.4152198
541,2025,駿河道路整備課,1624,完了,2025年8月20日,カーブミラー,静岡市駿河区高松,敷地下島土地区画４号線,,2025年8月20日,34.9444148,138.4140772
542,2025,清水道路整備課,1537,完了,2025年8月20日,農免道路の除草,静岡市清水区蒲原,農道,,2025年8月20日,35.12923904,138.601162
543,2025,駿河道路整備課,1623,完了,2025年8月20日,カーブミラー支柱の傾き,静岡市駿河区向敷地５丁目１１,向敷地尾崎２号線,,2025年8月21日,34.95780394,138.3617418
544,2025,葵南道路整備課,1632,完了,2025年8月20日,縁石が破損している,静岡市葵区羽鳥一丁目6-30地先,国道362号,構造物,2025年9月3日,34.97884248,138.3466206
545,2025,駿河道路整備課,1622,対応中,2025年8月20日,除草,静岡市駿河区池田,大谷街道線,,,34.9843265,138.4240324
546,2025,葵南道路整備課,1631,対応中,2025年8月20日,橋脚の損傷の恐れ,静岡市葵区黒俣,黒俣寺ケ谷戸２号線,,,35.03061281,138.2102041
547,2025,駿河道路整備課,1621,完了,2025年8月20日,【事故】道路を傷つけた,静岡市駿河区中村町,大浜街道線,,2025年8月20日,34.95458096,138.3929441
548,2025,清水道路整備課,1536,依頼済,2025年8月20日,川沿いガードレール下陥没,静岡市清水区南矢部1112-2,南矢部３号線,,,34.99633431,138.4761048
549,2025,葵南道路整備課,1668,依頼済,2025年8月20日,駐車場チェーンポール破損,静岡市駿河区東静岡二丁目２,東静岡南口駅前線,,,34.98422926,138.4141305
550,2025,葵南道路整備課,1629,対応中,2025年8月20日,民地からの支障木について,静岡市葵区上土二丁目１５,川合加藤島線,,2025年8月20日,35.00414699,138.4109637
551,2025,葵南道路整備課,1627,依頼済,2025年8月20日,道路路面の凹みについて,静岡市葵区与一一丁目３-55,与一一丁目２号線,,,35.00564694,138.3669477
552,2025,葵南道路整備課,1628,依頼済,2025年8月20日,【道路施設損傷事故】カーブミラー破損(葵1626),静岡市葵区川合二丁目12-1,上土長尾線,事故,,35.00373941,138.4164247
553,2025,駿河道路整備課,1619,完了,2025年8月20日,赤道の除草,静岡市駿河区南安倍３丁目６,赤道,除草,2025年9月4日,34.96167046,138.3767162
554,2025,駿河道路整備課,1620,完了,2025年8月20日,家の前の道路（赤道）に草が多いので舗装をしてほしい,静岡市駿河区手越原123-12,赤道,,2025年9月10日,34.95097252,138.3636197
555,2025,駿河道路整備課,1618,完了,2025年8月20日,道路上水漏れ,静岡市駿河区大谷3708-25,大谷駿河台団地１号線,その他,2025年8月20日,34.9557005,138.429026
556,2025,清水道路整備課,1535,完了,2025年8月20日,道路(舗装の穴など),静岡市清水区草ヶ谷４８－９,原尾羽東名側道線,As穴,2025年8月22日,35.04717354,138.486354
557,2025,葵南道路整備課,1625,完了,2025年8月20日,管理施設内設備破損,静岡市駿河区東静岡二丁目２,,修繕,2025年8月29日,34.98417457,138.4141555
558,2025,葵南道路整備課,1695,完了,2025年8月20日,カーブミラー破損,静岡市葵区川合二丁目１２-1,上土長尾線,カーブミラー,2025年8月20日,35.00373682,138.4163798
559,2025,清水道路整備課,1553,完了,2025年8月21日,【事故】照明灯接触,静岡市清水区草薙３丁目10-15,静岡草薙清水線,事故,2025年8月26日,35.00250009,138.4458713
560,2025,駿河道路整備課,1774,未対応,2025年8月21日,大雨の時に水がふく。,静岡市駿河区下川原１丁目１０,下川原東土地区画１２号線,,,34.94024117,138.3789823
561,2025,葵南道路整備課,1646,依頼済,2025年8月21日,舗装の亀甲割れ,静岡市葵区北安東三丁目３,大岩北安東５号線,舗装,,34.99774015,138.383758
562,2025,駿河道路整備課,1636,完了,2025年8月21日,道路(舗装の穴など),静岡市駿河区寿町１４,寿町中原１号線,As穴,2025年8月25日,34.96084679,138.379741
563,2025,清水道路整備課,1551,完了,2025年8月21日,越境樹木,静岡市清水区草薙,池田日本平線,その他,2025年8月22日,34.9720853,138.4625952
564,2025,葵南道路整備課,1643,対応中,2025年8月21日,街渠桝清掃,静岡市葵区駿河町７－５,本通五丁目常磐町二丁目線,側溝,,34.97070335,138.3801524
565,2025,清水道路整備課,1550,完了,2025年8月21日,この前の道路の工事を行うようだが市で把握していますか？,静岡市清水区入江岡町１０,入江岡町４号線,側溝,2025年8月21日,35.01327743,138.4804014
566,2025,駿河道路整備課,1634,完了,2025年8月21日,電柱移設に伴う共架物の移設,静岡市駿河区八幡２丁目１４,八幡本町一・三丁目線,その他,2025年9月10日,34.97135024,138.3980314
567,2025,葵南道路整備課,1642,完了,2025年8月21日,クッションドラムの回収について,静岡市葵区川合二丁目２５,国吉田瀬名線,その他,2025年8月22日,35.00618019,138.4176048
568,2025,清水道路整備課,1549,対応中,2025年8月21日,枯れ葉が雨どいに入いり詰まる、スロープの前に大きく育ったイチョウ,静岡市清水区折戸４丁目２,清水港線,,,34.9911282,138.5119163
569,2025,清水道路整備課,1548,完了,2025年8月21日,水がグツグツと湧き出ている。（民地の可能性あり）,静岡市清水区草薙杉道３丁目１ー２１,草薙一里山２号線,,2025年8月21日,35.00382729,138.4502458
570,2025,葵南道路整備課,1641,対応中,2025年8月21日,支障樹木の剪定について,静岡市葵区四番町,二番町新富町線,,,34.97349186,138.3723157
571,2025,清水道路整備課,1547,完了,2025年8月21日,道路照明灯について,静岡市清水区草薙,,,2025年8月27日,34.99567661,138.4515426
572,2025,駿河道路整備課,1633,完了,2025年8月21日,舗装の穴、木みたいに茂った草,静岡市駿河区西脇,中原西脇線,舗装,2025年8月28日,34.94647601,138.3956476
573,2025,駿河道路整備課,1864,依頼済,2025年8月21日,区画線薄い,静岡市駿河区馬渕２丁目１１,宝台橋馬渕二丁目線,区画線,,34.96614567,138.3861149
574,2025,葵南道路整備課,1640,完了,2025年8月21日,マンホール周りの舗装が掘れている,静岡市葵区古庄二丁目14-3,古庄区画６号線,,2025年8月26日,34.99718568,138.4231118
575,2025,駿河道路整備課,1632,完了,2025年8月21日,街路樹で視認性が取れない,静岡市駿河区豊田３丁目１,東町豊田線,除草,2025年9月2日,34.96778131,138.4081787
576,2025,清水道路整備課,1545,完了,2025年8月21日,落下物　ほうき,静岡市清水区上清水町１３,入江富士見線,その他,2025年8月21日,35.00941685,138.4806326
577,2025,駿河道路整備課,1860,依頼済,2025年8月21日,区画線薄い,静岡市駿河区中村町,大浜街道線,区画線,,34.95466259,138.3928687
578,2025,駿河道路整備課,1631,完了,2025年8月21日,官民境界,静岡市駿河区石田２丁目１６,石田芝添２号線,,2025年8月22日,34.95642283,138.4041155
579,2025,駿河道路整備課,1630,完了,2025年8月21日,As穴,静岡市駿河区豊田１丁目２,小黒七丁目小鹿線,舗装,2025年8月27日,34.97012727,138.4086898
580,2025,葵南道路整備課,1639,完了,2025年8月21日,グレーチング設置,静岡市葵区羽鳥大門町８－５２,羽鳥１号線,側溝,2025年8月25日,34.97596379,138.3517472
581,2025,清水道路整備課,1546,完了,2025年8月21日,側溝の土砂の撤去,静岡市清水区入江３丁目９,入江富士見線,,2025年9月3日,35.01690283,138.4759511
582,2025,清水道路整備課,1544,依頼済,2025年8月21日,草刈り依頼（２か所）（昨年もやっていただいたとのこと）,清水区馬走,①馬走２１号線　②馬走団地１号線,除草,,34.9987756,138.4577904
583,2025,駿河道路整備課,1629,完了,2025年8月21日,カーブミラー,静岡市駿河区小鹿１丁目６３,大谷川右岸池田線,カーブミラー,2025年8月27日,34.98021473,138.42111
584,2025,清水道路整備課,1543,完了,2025年8月21日,道路(舗装の穴など),静岡市清水区永楽町６,永楽町４号線,,2025年8月25日,35.0246981,138.476415
585,2025,清水道路整備課,1542,完了,2025年8月21日,動物の死骸,静岡市清水区上２丁目６-24,入江富士見線,動物死骸,2025年8月21日,35.01054109,138.486305
586,2025,葵南道路整備課,1659,完了,2025年8月22日,道路(舗装の穴など),静岡県静岡市葵区銭座町１６,銭座町沓谷線,As穴,2025年8月27日,34.985633,138.3958248
587,2025,葵南道路整備課,1655,完了,2025年8月22日,動物死骸,静岡市葵区柳町46,駒形井宮線,動物死骸,2025年8月22日,34.97939008,138.3661905
588,2025,清水道路整備課,1567,完了,2025年8月22日,市道に伸びる雑木について,静岡市清水区三保,本村海岸３５号線,,2025年8月25日,35.0122638,138.5241449
589,2025,清水道路整備課,1566,完了,2025年8月22日,②雨が降ると側溝内に土砂が堆積する,静岡市清水区中河内,高瀬福士線,,2025年8月29日,35.12788633,138.4754794
590,2025,葵南道路整備課,1654,完了,2025年8月22日,不法投棄【ゴムマット】,静岡市葵区南一丁目１,南改良区６号線,その他,2025年8月26日,35.0158604,138.3851676
591,2025,清水道路整備課,1565,完了,2025年8月22日,要望書【№103】カーブミラー新規設置,静岡市清水区日立町２２,日立１３号線,,2025年8月26日,34.99528947,138.4836359
592,2025,葵南道路整備課,1653,対応中,2025年8月22日,ペンキを路上に撒いた,静岡市葵区流通センター１０－８,流通センター３号線,その他,,35.01736642,138.4056117
593,2025,駿河道路整備課,1645,完了,2025年8月22日,勝手に設置されているカーブミラー,静岡市駿河区西大谷,大谷川左岸大谷線,,2025年8月26日,34.95111286,138.4259243
594,2025,清水道路整備課,1599,完了,2025年8月22日,減速帯（ハンプ）につまづく,静岡市清水区真砂町５,真砂町４号線,,2025年8月22日,35.02103455,138.4879067
595,2025,清水道路整備課,1564,依頼済,2025年8月22日,側溝から虫,静岡市清水区築地町１０-28,国道149号,,,35.00695569,138.4941272
596,2025,葵南道路整備課,1652,対応中,2025年8月22日,桝に土砂堆積,静岡市葵区城東町３,城東町２号線,,,34.98383794,138.3886521
597,2025,駿河道路整備課,1644,完了,2025年8月22日,側溝にカードを落とした,静岡市駿河区小鹿１丁目１,宮前大谷線,,2025年8月22日,34.97580226,138.4145581
598,2025,葵南道路整備課,1650,完了,2025年8月22日,カーブミラー角度調整(葵1593),静岡市葵区南瀬名町２４－１,瀬名１８号線,カーブミラー,2025年9月2日,35.00407265,138.4224773
599,2025,葵南道路整備課,1651,完了,2025年8月22日,案内板が作動しない,静岡市葵区長沼,東静岡駅歩行者専用道線,,2025年8月29日,34.98531798,138.412981
600,2025,清水道路整備課,1563,完了,2025年8月22日,横断歩道上にAs穴,静岡市清水区半左衛門新田,国道,,2025年8月22日,35.01389363,138.454292
601,2025,清水道路整備課,1562,完了,2025年8月22日,As穴,静岡市清水区堀込,,,2025年8月25日,35.02047302,138.4494972
602,2025,駿河道路整備課,1642,完了,2025年8月22日,落下物,静岡市駿河区有東２丁目３,中野小鹿線,,2025年8月22日,34.96165522,138.4064667
603,2025,駿河道路整備課,1643,完了,2025年8月22日,道路(舗装の穴など),静岡県静岡市駿河区中田四丁目２－１５,中野小鹿線,舗装,2025年9月9日,34.958377,138.400878
604,2025,葵南道路整備課,1649,完了,2025年8月22日,As穴,静岡市葵区黒金町,静岡駅北口ロータリー,,2025年8月25日,34.97185698,138.3878203
605,2025,駿河道路整備課,1641,完了,2025年8月22日,土嚢袋の回収,静岡市駿河区用宗３丁目８,用宗１号線、用宗石部１号線,,2025年8月27日,34.92309805,138.3651435
606,2025,清水道路整備課,1561,依頼済,2025年8月22日,カーブミラーの方向,静岡市清水区梅田町13-15,上二丁目梅田町線,,,35.00772523,138.4867991
607,2025,駿河道路整備課,1640,完了,2025年8月22日,落下物,静岡市駿河区根古屋,国道150号,,2025年8月22日,34.9605055,138.4705843
608,2025,葵南道路整備課,1648,依頼済,2025年8月22日,道路周辺から下水のにおいがする,静岡市葵区呉服町二丁目,呉服町通線,,,34.97469259,138.3824438
609,2025,清水道路整備課,1559,依頼済,2025年8月22日,除草,静岡市清水区永楽町１４,新幹線側道高橋３号線,,,35.02568214,138.472344
610,2025,清水道路整備課,1560,完了,2025年8月22日,アパートのフェンスに雑草が巻き付いている,静岡市清水区折戸２丁目４,清水港線,除草,2025年8月27日,34.98935473,138.5111094
611,2025,清水道路整備課,1557,完了,2025年8月22日,除草をお願いしたい（ススキなど）,静岡市清水区三保,,除草,2025年8月28日,35.01986219,138.5207469
612,2025,清水道路整備課,1558,未対応,2025年8月22日,要望書【№102】擁壁除草,馬走坂の上２－(広範囲),馬走坂の上馬走線・馬走２号線,除草,,35.00220063,138.4576398
613,2025,清水道路整備課,1556,完了,2025年8月22日,除草をお願いしたい,静岡市清水区三保,本村貝島１号線,除草,2025年9月9日,35.00782919,138.5074485
614,2025,清水道路整備課,1555,完了,2025年8月22日,赤道の草刈りについて,静岡市清水区八木間町,興津中町八木間町３号線,,2025年8月26日,35.06176935,138.5242385
615,2025,駿河道路整備課,1639,完了,2025年8月22日,カーブミラー設置要望,静岡市駿河区向敷地３丁目１０,私道,,2025年8月22日,34.95969227,138.3580517
616,2025,葵南道路整備課,1683,依頼済,2025年8月22日,道路横断管の破損について,静岡市葵区上土二丁目７,川合加藤島線,,,35.00189893,138.416171
617,2025,駿河道路整備課,1638,対応中,2025年8月22日,側溝から水が漏れている,静岡市駿河区丸子,丸子赤目ケ谷１０号線,,,34.94477062,138.3304293
618,2025,駿河道路整備課,1637,完了,2025年8月22日,側溝(破損・蓋のガタツキなど),静岡県静岡市駿河区丸子新田４５８,丸子新田鎌田副道南線,,2025年9月3日,34.951906,138.367259
619,2025,清水道路整備課,1554,依頼済,2025年8月22日,アゴの破損,静岡市清水区高橋３丁目６-11、11-49,江尻台町天王南線,,,35.02845756,138.4669041
620,2025,葵南道路整備課,1647,完了,2025年8月22日,側溝の蓋が損傷して浮き上がっている,静岡市葵区羽鳥七丁目１４,羽鳥洞慶院１号線,構造物,2025年9月4日,34.99044582,138.3307498
621,2025,清水道路整備課,1570,完了,2025年8月23日,カーブミラー(損傷など),静岡県静岡市清水区下野西７－４,下野西下野町１号線,,2025年8月25日,35.035893,138.466845
622,2025,道路保全課,46,完了,2025年8月23日,動物死骸,静岡市清水区辻３丁目７-15,国道１号線,動物死骸,2025年8月25日,35.03095329,138.488848
623,2025,駿河道路整備課,1648,完了,2025年8月23日,道路(舗装の穴など),静岡市駿河区石田３丁目１２,宝台院下島線,,2025年8月26日,34.95546125,138.3990441
624,2025,駿河道路整備課,1647,完了,2025年8月23日,ガードレール(損傷など),静岡県静岡市駿河区上川原１０－２２,上川原鎌田中央線,,2025年9月12日,34.945008,138.364433
625,2025,葵南道路整備課,1660,完了,2025年8月23日,道路(舗装の穴など),静岡県静岡市葵区瀬名二丁目１５－２８－１,瀬名勘南久２号線,As穴,2025年8月26日,35.01666565,138.4192011
626,2025,清水道路整備課,1569,完了,2025年8月23日,道路(舗装の穴など),静岡市清水区矢倉町６-4,辻町北脇１号線,,2025年8月25日,35.03115154,138.4833433
627,2025,道路保全課,45,完了,2025年8月23日,動物死骸,静岡市葵区落合,三ツ峰落合線,動物死骸,2025年8月25日,35.1149073,138.3074801
628,2025,葵南道路整備課,1657,完了,2025年8月24日,事故,静岡市葵区黒金町46,馬渕一丁目黒金町線,事故,2025年8月27日,34.97165655,138.386727
629,2025,葵南道路整備課,1661,対応中,2025年8月24日,道路(舗装の穴など),静岡県静岡市葵区北沼上,北沼上４号線,舗装,,35.047248,138.416636
630,2025,道路保全課,48,完了,2025年8月24日,動物死骸,静岡市清水区長崎,静清バイパス,動物死骸,2025年8月25日,35.01798507,138.4436672
631,2025,清水道路整備課,1571,完了,2025年8月24日,道路(舗装の穴など),静岡市清水区半左衛門新田138-4,半左衛門新田２号線,,2025年8月25日,35.01547258,138.4516576
